Semaine,Date,N°. ZONE,NameZONE,N°. Atelier,NameAtelier _x,Obj Abs,Tx. Abs ,Obj. Polyvalence,Tx. Polyvalence,Obj Safety,# d'accident Avec Arrêt ,Réf Produit,DésignationProduit,QtéProduite_x,QtéLivrée_x,NbrDéfaut.Int,Qtérebut.Int,QtéRéclamée ,ObjNQ.Int,ObjDPU,ObjNQ.Ext,ObjPPM.Int,ObjPPM.Client,TxNQ.Int,DPU,TxNQExt,PPMRebut.Int,PPM.Client,QtéProduite_y,QtéLancéePDP,QtéEng.Client ,QtéLivrée_y,ObjOTP,ObjOTD,OTD,OTP ,QtéProduite,QtéLivrée,Tpsd'ouv. Nette (s),TpsSTD.Unitaire (s),TpsPointée.NetProduit (s) ,Hr.Badgées (s),ETP.théo,ETP.Réel,OBJEFF.NET,OBJEFF.BRUT,Efficience Nette,Efficience Brute,NameAtelier _y,N°. Unité ,Unité ,NameUnit,Site,NameSite
S33,16-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,5.2%,80%,75%,0,0,90VU,Rack 90VU_A321. Neo ,528,428,5,5,0,1.50%,1.80%,0.40%,15000,4000.0,0.95%,1%,0.00%," 9,470    ", -      ,528,538,428,423,99%,94%,98.8%,98%,528,423,25740,767,518810,540540,15.7,20.2,85%,78%,78%,75%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S33,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,2.4%,80%,71%,0,0,SF2.PPE21,Push Start/ Stop (IR),635,0,1,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,635,698,0,0,99%,96%,,91%,635,0,25740,287,233485,257400,7.1,9.1,85%,78%,78%,71%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S33,18-Aug,ZONE.6,IR.XC_A321.Neo,ATEL.2,ATELIER IR. XC,3%,3.0%,80%,75%,0,0,SF2.90VU,Rack 90VU_A321. Neo (IR),851,0,2,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,851,868,0,0,99%,96%,,98%,851,0,25740,273,297850,308880,9.0,11.6,85%,78%,78%,75%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S33,19-Aug,ZONE.7,ASS_MQB,ATEL.3,ATELIER.ASS ,3%,2.5%,80%,76%,0,0,SF3.M32,Siwtch de Commande (ASS),861,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,861,947,0,0,99%,96%,,91%,861,0,25740,227,250352,257400,7.6,9.7,85%,78%,78%,76%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S33,20-Aug,ZONE.8,ASS_PSA,ATEL.3,ATELIER.ASS ,3%,3.2%,80%,75%,0,1,SF3.PPE21,Push Start/ Stop (ASS),1106,0,13,4,0,1.50%,1.80%,,15000,,0.36%,1%,," 3,617    ",,1106,1216,0,0,99%,96%,,91%,1106,0,25740,227,321591,334620,9.7,12.5,85%,78%,78%,75%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S33,21-Aug,ZONE.9,ASS_A321.Neo,ATEL.3,ATELIER.ASS ,3%,3.8%,80%,77%,0,0,SF3.90VU,Rack 90VU_A321. Neo (ASS),728,0,4,4,0,1.50%,1.80%,,15000,,0.55%,1%,," 5,495    ",,728,800,0,0,99%,96%,,91%,728,0,25740,407,379680,386100,11.5,14.8,85%,78%,78%,77%,ATELIER.ASS ,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S33,22-Aug,ZONE.10,FIN_MQB,ATEL.4,ATELIER.FIN,3%,3.0%,80%,75%,0,0,M32,Siwtch de Commande,788,688,26,8,0,1.50%,1.80%,0.40%,15000,4000.0,1.02%,3%,0.00%," 10,152    ", -      ,788,866,688,688,99%,94%,100.0%,91%,788,688,25740,293,295803,308880,9.0,11.5,85%,78%,78%,75%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S33,23-Aug,ZONE.11,FIN_PSA,ATEL.4,ATELIER.FIN,3%,1.6%,80%,69%,0,0,PPE21,Push Start/ Stop ,577,477,9,0,0,1.50%,1.80%,0.40%,15000,4000.0,0.00%,2%,0.00%, -      , -      ,577,634,477,477,99%,94%,100.0%,91%,577,477,25740,215,158897,180180,4.8,6.2,85%,78%,78%,69%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S33,24-Aug,ZONE.12,FIN_A321.Neo,ATEL.4,ATELIER.FIN,3%,6.7%,80%,77%,0,0,90VU,Rack 90VU_A321. Neo ,672,572,21,21,2,1.50%,1.80%,0.40%,15000,4000.0,3.13%,3%,0.35%," 31,250    "," 3,497    ",672,739,572,572,99%,94%,100.0%,91%,672,572,25740,767,660628,669240,20.0,25.7,85%,78%,78%,77%,ATELIER.FIN,Unit.2,Unité AF ,Unité d'assemblage & Finition,,
S34,17-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.5%,80%,76%,0,0,SF1.PPE21,Push Start/ Stop (INJ),510,0,3,3,0,1.50%,1.80%,,15000,,0.59%,1%,," 5,882    ",,510,560,0,0,99%,96%,,91%,510,0,25740,231,151022,154440,4.6,5.9,85%,78%,78%,76%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.5%,80%,76%,0,0,SF1.90VU,Rack 90VU_A321. Neo (INJ),501,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,501,551,0,0,99%,96%,,91%,501,0,25740,280,179991,180180,5.5,7.0,85%,78%,78%,78%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.5%,80%,76%,0,0,SF2.M32,Siwtch de Commande (IR),492,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,492,541,0,0,99%,96%,,91%,492,0,25740,307,193452,205920,5.9,7.5,85%,78%,78%,73%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.5%,80%,76%,0,0,SF2.PPE21,Push Start/ Stop (IR),483,0,19,19,0,1.50%,1.80%,,15000,,3.93%,4%,," 39,337    ",,483,488,0,0,99%,96%,,99%,483,0,25740,287,177687,180180,5.4,6.9,85%,78%,78%,77%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.5%,80%,76%,0,0,SF2.90VU,Rack 90VU_A321. Neo (IR),474,0,1,1,0,1.50%,1.80%,,15000,,0.21%,0%,," 2,110    ",,474,479,0,0,99%,96%,,99%,474,0,25740,273,166022,180180,5.0,6.4,85%,78%,78%,72%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.5%,80%,76%,0,0,SF3.M32,Siwtch de Commande (ASS),465,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,465,470,0,0,99%,96%,,99%,465,0,25740,227,135339,154440,4.1,5.3,85%,78%,78%,68%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.5%,80%,76%,0,0,SF3.PPE21,Push Start/ Stop (ASS),457,0,5,5,0,1.50%,1.80%,,15000,,1.10%,1%,," 10,941    ",,457,461,0,0,99%,96%,,99%,457,0,25740,227,132751,154440,4.0,5.2,85%,78%,78%,67%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.5%,80%,76%,0,0,SF3.90VU,Rack 90VU_A321. Neo (ASS),448,0,22,22,0,1.50%,1.80%,,15000,,4.91%,5%,," 49,107    ",,448,452,0,0,99%,96%,,99%,448,0,25740,407,233469,257400,7.1,9.1,85%,78%,78%,71%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.5%,80%,76%,0,0,M32,Siwtch de Commande,439,339,14,14,0,1.50%,1.80%,0.40%,15000,4000.0,3.19%,3%,0.00%," 31,891    ", -      ,439,482,339,293,99%,94%,86.4%,91%,439,293,25740,293,164702,180180,5.0,6.4,85%,78%,78%,71%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.5%,80%,76%,0,0,PPE21,Push Start/ Stop ,430,330,6,6,0,1.50%,1.80%,0.40%,15000,4000.0,1.40%,1%,0.00%," 13,953    ", -      ,430,472,300,330,99%,94%,100.0%,91%,430,330,25740,215,139899,154440,3.6,5.4,85%,78%,66%,60%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.2,INJ.XC_PSA,ATEL.1,ATELIER INJ. XC,3%,1.5%,80%,76%,0,0,90VU,Rack 90VU_A321. Neo ,421,321,10,10,0,1.50%,1.80%,0.40%,15000,4000.0,2.38%,2%,0.00%," 23,753    ", -      ,421,446,300,321,99%,94%,100.0%,94%,421,321,25740,767,489077,514800,12.5,19.0,85%,78%,66%,63%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,78%,0,0,SF1.PPE21,Push Start/ Stop (INJ),510,0,3,3,0,1.50%,1.80%,,15000,,0.59%,1%,," 5,882    ",,510,560,0,0,99%,96%,,91%,510,0,25740,231,151022,154440,4.6,5.9,85%,78%,78%,76%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,78%,0,0,SF1.90VU,Rack 90VU_A321. Neo (INJ),501,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,501,551,0,0,99%,96%,,91%,501,0,25740,280,179991,180180,5.5,7.0,85%,78%,78%,78%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,78%,0,0,SF2.M32,Siwtch de Commande (IR),492,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,492,541,0,0,99%,96%,,91%,492,0,25740,307,193452,205920,5.9,7.5,85%,78%,78%,73%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,78%,0,0,SF2.PPE21,Push Start/ Stop (IR),483,0,19,19,0,1.50%,1.80%,,15000,,3.93%,4%,," 39,337    ",,483,488,0,0,99%,96%,,99%,483,0,25740,287,177687,180180,5.4,6.9,85%,78%,78%,77%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,78%,0,0,SF2.90VU,Rack 90VU_A321. Neo (IR),474,0,1,1,0,1.50%,1.80%,,15000,,0.21%,0%,," 2,110    ",,474,479,0,0,99%,96%,,99%,474,0,25740,273,166022,180180,5.0,6.4,85%,78%,78%,72%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,78%,0,0,SF3.M32,Siwtch de Commande (ASS),465,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,465,470,0,0,99%,96%,,99%,465,0,25740,227,135339,154440,4.1,5.3,85%,78%,78%,68%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,78%,0,0,SF3.PPE21,Push Start/ Stop (ASS),457,0,5,5,0,1.50%,1.80%,,15000,,1.10%,1%,," 10,941    ",,457,461,0,0,99%,96%,,99%,457,0,25740,227,132751,154440,4.0,5.2,85%,78%,78%,67%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,78%,0,0,SF3.90VU,Rack 90VU_A321. Neo (ASS),448,0,22,22,0,1.50%,1.80%,,15000,,4.91%,5%,," 49,107    ",,448,452,0,0,99%,96%,,99%,448,0,25740,407,233469,257400,7.1,9.1,85%,78%,78%,71%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,78%,0,0,M32,Siwtch de Commande,439,339,14,14,0,1.50%,1.80%,0.40%,15000,4000.0,3.19%,3%,0.00%," 31,891    ", -      ,439,482,339,293,99%,94%,86.4%,91%,439,293,25740,293,164702,180180,5.0,6.4,85%,78%,78%,71%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,78%,0,0,PPE21,Push Start/ Stop ,430,330,6,6,0,1.50%,1.80%,0.40%,15000,4000.0,1.40%,1%,0.00%," 13,953    ", -      ,430,472,300,330,99%,94%,100.0%,91%,430,330,25740,215,139899,154440,3.6,5.4,85%,78%,66%,60%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.3,INJ.XC_A321.Neo,ATEL.1,ATELIER INJ. XC,3%,1.8%,80%,78%,0,0,90VU,Rack 90VU_A321. Neo ,421,321,10,10,0,1.50%,1.80%,0.40%,15000,4000.0,2.38%,2%,0.00%," 23,753    ", -      ,421,446,300,321,99%,94%,100.0%,94%,421,321,25740,767,489077,514800,12.5,19.0,85%,78%,66%,63%,ATELIER INJ. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.4,IR.XC_MQB,ATEL.2,ATELIER IR. XC,3%,2.0%,80%,73%,0,0,SF1.PPE21,Push Start/ Stop (INJ),510,0,3,3,0,1.50%,1.80%,,15000,,0.59%,1%,," 5,882    ",,510,560,0,0,99%,96%,,91%,510,0,25740,231,151022,154440,4.6,5.9,85%,78%,78%,76%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.4,IR.XC_MQB,ATEL.2,ATELIER IR. XC,3%,2.0%,80%,73%,0,0,SF1.90VU,Rack 90VU_A321. Neo (INJ),501,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,501,551,0,0,99%,96%,,91%,501,0,25740,280,179991,180180,5.5,7.0,85%,78%,78%,78%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.4,IR.XC_MQB,ATEL.2,ATELIER IR. XC,3%,2.0%,80%,73%,0,0,SF2.M32,Siwtch de Commande (IR),492,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,492,541,0,0,99%,96%,,91%,492,0,25740,307,193452,205920,5.9,7.5,85%,78%,78%,73%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.4,IR.XC_MQB,ATEL.2,ATELIER IR. XC,3%,2.0%,80%,73%,0,0,SF2.PPE21,Push Start/ Stop (IR),483,0,19,19,0,1.50%,1.80%,,15000,,3.93%,4%,," 39,337    ",,483,488,0,0,99%,96%,,99%,483,0,25740,287,177687,180180,5.4,6.9,85%,78%,78%,77%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.4,IR.XC_MQB,ATEL.2,ATELIER IR. XC,3%,2.0%,80%,73%,0,0,SF2.90VU,Rack 90VU_A321. Neo (IR),474,0,1,1,0,1.50%,1.80%,,15000,,0.21%,0%,," 2,110    ",,474,479,0,0,99%,96%,,99%,474,0,25740,273,166022,180180,5.0,6.4,85%,78%,78%,72%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.4,IR.XC_MQB,ATEL.2,ATELIER IR. XC,3%,2.0%,80%,73%,0,0,SF3.M32,Siwtch de Commande (ASS),465,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,465,470,0,0,99%,96%,,99%,465,0,25740,227,135339,154440,4.1,5.3,85%,78%,78%,68%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.4,IR.XC_MQB,ATEL.2,ATELIER IR. XC,3%,2.0%,80%,73%,0,0,SF3.PPE21,Push Start/ Stop (ASS),457,0,5,5,0,1.50%,1.80%,,15000,,1.10%,1%,," 10,941    ",,457,461,0,0,99%,96%,,99%,457,0,25740,227,132751,154440,4.0,5.2,85%,78%,78%,67%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.4,IR.XC_MQB,ATEL.2,ATELIER IR. XC,3%,2.0%,80%,73%,0,0,SF3.90VU,Rack 90VU_A321. Neo (ASS),448,0,22,22,0,1.50%,1.80%,,15000,,4.91%,5%,," 49,107    ",,448,452,0,0,99%,96%,,99%,448,0,25740,407,233469,257400,7.1,9.1,85%,78%,78%,71%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.4,IR.XC_MQB,ATEL.2,ATELIER IR. XC,3%,2.0%,80%,73%,0,0,M32,Siwtch de Commande,439,339,14,14,0,1.50%,1.80%,0.40%,15000,4000.0,3.19%,3%,0.00%," 31,891    ", -      ,439,482,339,293,99%,94%,86.4%,91%,439,293,25740,293,164702,180180,5.0,6.4,85%,78%,78%,71%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.4,IR.XC_MQB,ATEL.2,ATELIER IR. XC,3%,2.0%,80%,73%,0,0,PPE21,Push Start/ Stop ,430,330,6,6,0,1.50%,1.80%,0.40%,15000,4000.0,1.40%,1%,0.00%," 13,953    ", -      ,430,472,300,330,99%,94%,100.0%,91%,430,330,25740,215,139899,154440,3.6,5.4,85%,78%,66%,60%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.4,IR.XC_MQB,ATEL.2,ATELIER IR. XC,3%,2.0%,80%,73%,0,0,90VU,Rack 90VU_A321. Neo ,421,321,10,10,0,1.50%,1.80%,0.40%,15000,4000.0,2.38%,2%,0.00%," 23,753    ", -      ,421,446,300,321,99%,94%,100.0%,94%,421,321,25740,767,489077,514800,12.5,19.0,85%,78%,66%,63%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,1.8%,80%,77%,0,0,SF1.PPE21,Push Start/ Stop (INJ),510,0,3,3,0,1.50%,1.80%,,15000,,0.59%,1%,," 5,882    ",,510,560,0,0,99%,96%,,91%,510,0,25740,231,151022,154440,4.6,5.9,85%,78%,78%,76%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,1.8%,80%,77%,0,0,SF1.90VU,Rack 90VU_A321. Neo (INJ),501,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,501,551,0,0,99%,96%,,91%,501,0,25740,280,179991,180180,5.5,7.0,85%,78%,78%,78%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,1.8%,80%,77%,0,0,SF2.M32,Siwtch de Commande (IR),492,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,492,541,0,0,99%,96%,,91%,492,0,25740,307,193452,205920,5.9,7.5,85%,78%,78%,73%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,1.8%,80%,77%,0,0,SF2.PPE21,Push Start/ Stop (IR),483,0,19,19,0,1.50%,1.80%,,15000,,3.93%,4%,," 39,337    ",,483,488,0,0,99%,96%,,99%,483,0,25740,287,177687,180180,5.4,6.9,85%,78%,78%,77%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,1.8%,80%,77%,0,0,SF2.90VU,Rack 90VU_A321. Neo (IR),474,0,1,1,0,1.50%,1.80%,,15000,,0.21%,0%,," 2,110    ",,474,479,0,0,99%,96%,,99%,474,0,25740,273,166022,180180,5.0,6.4,85%,78%,78%,72%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,1.8%,80%,77%,0,0,SF3.M32,Siwtch de Commande (ASS),465,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,465,470,0,0,99%,96%,,99%,465,0,25740,227,135339,154440,4.1,5.3,85%,78%,78%,68%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,1.8%,80%,77%,0,0,SF3.PPE21,Push Start/ Stop (ASS),457,0,5,5,0,1.50%,1.80%,,15000,,1.10%,1%,," 10,941    ",,457,461,0,0,99%,96%,,99%,457,0,25740,227,132751,154440,4.0,5.2,85%,78%,78%,67%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,1.8%,80%,77%,0,0,SF3.90VU,Rack 90VU_A321. Neo (ASS),448,0,22,22,0,1.50%,1.80%,,15000,,4.91%,5%,," 49,107    ",,448,452,0,0,99%,96%,,99%,448,0,25740,407,233469,257400,7.1,9.1,85%,78%,78%,71%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,1.8%,80%,77%,0,0,M32,Siwtch de Commande,439,339,14,14,0,1.50%,1.80%,0.40%,15000,4000.0,3.19%,3%,0.00%," 31,891    ", -      ,439,482,339,293,99%,94%,86.4%,91%,439,293,25740,293,164702,180180,5.0,6.4,85%,78%,78%,71%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,1.8%,80%,77%,0,0,PPE21,Push Start/ Stop ,430,330,6,6,0,1.50%,1.80%,0.40%,15000,4000.0,1.40%,1%,0.00%," 13,953    ", -      ,430,472,300,330,99%,94%,100.0%,91%,430,330,25740,215,139899,154440,3.6,5.4,85%,78%,66%,60%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.5,IR.XC_PSA,ATEL.2,ATELIER IR. XC,3%,1.8%,80%,77%,0,0,90VU,Rack 90VU_A321. Neo ,421,321,10,10,0,1.50%,1.80%,0.40%,15000,4000.0,2.38%,2%,0.00%," 23,753    ", -      ,421,446,300,321,99%,94%,100.0%,94%,421,321,25740,767,489077,514800,12.5,19.0,85%,78%,66%,63%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.6,IR.XC_A321.Neo,ATEL.2,ATELIER IR. XC,3%,1.7%,80%,72%,0,1,SF1.PPE21,Push Start/ Stop (INJ),510,0,3,3,0,1.50%,1.80%,,15000,,0.59%,1%,," 5,882    ",,510,560,0,0,99%,96%,,91%,510,0,25740,231,151022,154440,4.6,5.9,85%,78%,78%,76%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.6,IR.XC_A321.Neo,ATEL.2,ATELIER IR. XC,3%,1.7%,80%,72%,0,1,SF1.90VU,Rack 90VU_A321. Neo (INJ),501,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,501,551,0,0,99%,96%,,91%,501,0,25740,280,179991,180180,5.5,7.0,85%,78%,78%,78%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.6,IR.XC_A321.Neo,ATEL.2,ATELIER IR. XC,3%,1.7%,80%,72%,0,1,SF2.M32,Siwtch de Commande (IR),492,0,0,0,0,1.50%,1.80%,,15000,,0.00%,0%,, -      ,,492,541,0,0,99%,96%,,91%,492,0,25740,307,193452,205920,5.9,7.5,85%,78%,78%,73%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
S34,17-Aug,ZONE.6,IR.XC_A321.Neo,ATEL.2,ATELIER IR. XC,3%,1.7%,80%,72%,0,1,SF2.PPE21,Push Start/ Stop (IR),483,0,19,19,0,1.50%,1.80%,,15000,,3.93%,4%,," 39,337    ",,483,488,0,0,99%,96%,,99%,483,0,25740,287,177687,180180,5.4,6.9,85%,78%,78%,77%,ATELIER IR. XC,Unit.1,Unité XC ,Unité de Fabrication XC,Site 1,QMS Manufacturing
